City ID,City,Country,Latitude,Longitude,Max Temperature,Humidity,Percent Clouds,Wind Speed,Description,Date
524,Huarmey,PE,-10.0681,-78.1522,65.93,85,2,6.44,clear sky,2021-06-13 02:23:05
525,Capinzal,BR,-27.3436,-51.6119,46.96,88,0,2.48,clear sky,2021-06-13 02:23:05
526,Lokosovo,RU,61.1333,74.8167,67.08,58,98,6.15,overcast clouds,2021-06-13 02:21:18
527,Volkhovskiy,RU,58.58,31.3164,55.72,88,20,5.75,few clouds,2021-06-13 02:23:06
528,Ahipara,NZ,-35.1667,173.1667,63.34,79,100,12.62,overcast clouds,2021-06-13 02:23:06
529,Jimani,DO,18.4917,-71.8502,82.29,86,18,5.73,few clouds,2021-06-13 02:23:07
530,Bourail,NC,-21.5667,165.4833,79.75,59,28,3.62,scattered clouds,2021-06-13 02:23:07
531,Bichena,ET,10.45,38.2,61.07,32,100,3.51,overcast clouds,2021-06-13 02:23:07
532,Rosario Oeste,BR,-14.8361,-56.4275,67.64,79,97,1.81,overcast clouds,2021-06-13 02:23:08
533,Aksarka,RU,66.5606,67.7975,71.62,44,94,8.99,overcast clouds,2021-06-13 02:23:08
534,Broken Hill,AU,-31.95,141.4333,59.99,39,95,10.2,overcast clouds,2021-06-13 02:23:09
535,Zemio,CF,5.0314,25.1361,70.74,90,100,0.96,overcast clouds,2021-06-13 02:23:09
536,Birin,NP,26.8865,88.0718,64.89,90,98,3.8,overcast clouds,2021-06-13 02:23:09
537,Praia Da Vitoria,PT,38.7333,-27.0667,68.25,88,40,4.34,scattered clouds,2021-06-13 02:23:09
538,Severo-Kurilsk,RU,50.6789,156.125,49.84,85,24,11.92,few clouds,2021-06-13 02:23:10
539,Kodinsk,RU,58.6881,99.1844,65.19,34,1,7.49,clear sky,2021-06-13 02:23:10
540,Nanfeng,CN,23.7434,111.7959,85.35,73,100,4.63,overcast clouds,2021-06-13 02:23:11
541,Calvinia,ZA,-31.4707,19.776,55.45,48,29,1.5,scattered clouds,2021-06-13 02:23:11
542,Rocha,UY,-34.4833,-54.3333,52.93,90,2,5.75,clear sky,2021-06-13 02:23:11
543,Ust-Ordynskiy,RU,52.805,104.7508,51.64,77,100,5.57,overcast clouds,2021-06-13 02:23:11
544,Anadyr,RU,64.75,177.4833,46.9,70,40,13.0,scattered clouds,2021-06-13 02:23:12
545,Mayumba,GA,-3.432,10.6554,75.06,94,85,3.0,overcast clouds,2021-06-13 02:23:12
546,Vila,PT,42.0304,-8.1588,61.34,92,46,4.97,scattered clouds,2021-06-13 02:23:13
547,Northam,GB,51.0333,-4.2167,56.68,94,17,3.36,few clouds,2021-06-13 02:23:13
548,Hervey Bay,AU,-25.2986,152.8535,73.51,46,2,3.2,clear sky,2021-06-13 02:26:13
549,Ginda,IN,30.6945,78.4932,69.62,68,0,1.07,clear sky,2021-06-13 02:26:14
550,Meulaboh,ID,4.1363,96.1285,80.78,72,95,3.02,overcast clouds,2021-06-13 02:26:14
551,Bindura,ZW,-17.3019,31.3306,32.85,74,0,2.77,clear sky,2021-06-13 02:26:14
552,Komsomolets,KZ,53.7453,62.0708,62.24,56,6,8.52,clear sky,2021-06-13 02:26:15
553,Fene,ES,43.45,-8.15,63.66,95,7,4.5,clear sky,2021-06-13 02:26:15
554,Maltahohe,NA,-24.8333,16.9833,53.17,38,91,5.28,overcast clouds,2021-06-13 02:26:15
555,Malpe,IN,13.35,74.7167,74.5,90,100,5.7,overcast clouds,2021-06-13 02:26:16
556,Zyryanka,RU,65.75,150.85,73.69,26,66,14.79,broken clouds,2021-06-13 02:26:16
557,Ormara,PK,25.2088,64.6357,83.64,81,100,12.35,overcast clouds,2021-06-13 02:26:16
558,Rabo De Peixe,PT,37.8,-25.5833,67.51,88,20,2.3,few clouds,2021-06-13 02:26:17
559,Laguna,US,38.421,-121.4238,92.44,45,1,8.01,clear sky,2021-06-13 02:26:17
560,Ouadda,CF,8.0777,22.4007,70.5,91,100,2.28,light rain,2021-06-13 02:26:17
561,Sokolo,ML,14.7328,-6.1219,92.77,31,58,8.03,broken clouds,2021-06-13 02:26:18
562,Kozhevnikovo,RU,56.2589,83.9714,54.25,82,100,4.25,overcast clouds,2021-06-13 02:26:18
563,Ongandjera,NA,-17.8833,15.0667,56.66,33,10,6.76,clear sky,2021-06-13 02:26:19
564,Grenaa,DK,56.4158,10.8783,52.84,87,40,24.09,scattered clouds,2021-06-13 02:26:19
565,Cutervo,PE,-6.379,-78.8157,51.82,91,85,2.57,light rain,2021-06-13 02:26:19
566,Elmvale,CA,44.5834,-79.8664,71.56,83,15,1.95,few clouds,2021-06-13 02:26:19
567,Araouane,ML,18.9048,-3.5265,92.71,12,0,5.44,clear sky,2021-06-13 02:26:20
568,Kanniyakumari,IN,8.0833,77.5667,80.35,83,100,18.3,overcast clouds,2021-06-13 02:26:20
569,Piranhas,BR,-16.4269,-51.8222,70.29,59,96,8.79,overcast clouds,2021-06-13 02:26:21
570,Ranong,TH,9.9658,98.6348,84.13,83,100,10.42,overcast clouds,2021-06-13 02:26:21
571,Gold Coast,AU,-28.0,153.4333,72.19,55,3,1.01,clear sky,2021-06-13 02:22:49
572,Rudsar,IR,37.1376,50.288,71.58,79,20,3.22,few clouds,2021-06-13 02:26:21
573,Puga,MX,21.5833,-104.8167,72.77,86,100,1.48,overcast clouds,2021-06-13 02:26:22
574,Ibra,OM,22.6906,58.5334,86.72,53,1,1.36,clear sky,2021-06-13 02:26:22
575,Ambon,ID,-3.6954,128.1814,84.34,79,40,4.61,scattered clouds,2021-06-13 02:26:22
576,Rio Gallegos,AR,-51.6226,-69.2181,35.65,75,0,12.66,clear sky,2021-06-13 02:26:23
577,Punta De Piedra,VE,7.6176,-71.4916,72.0,97,100,2.89,overcast clouds,2021-06-13 02:26:23
578,Circleville,US,39.6006,-82.946,80.65,78,1,0.0,clear sky,2021-06-13 02:26:23
579,Agadez,NE,19.75,10.25,86.52,13,0,16.11,clear sky,2021-06-13 02:26:23
580,Qianan,CN,44.9932,124.0581,84.7,40,7,9.4,clear sky,2021-06-13 02:26:24
581,Chimbote,PE,-9.0853,-78.5783,65.17,87,12,6.04,few clouds,2021-06-13 02:25:22
582,Suraabad,AZ,40.8192,49.4687,71.78,65,0,9.66,clear sky,2021-06-13 02:26:24
583,Excelsior Springs,US,39.3392,-94.2261,78.67,70,0,0.0,clear sky,2021-06-13 02:26:25
584,Vangaindrano,MG,-23.35,47.6,66.83,93,83,3.18,light rain,2021-06-13 02:26:25
585,Riberalta,BO,-10.9833,-66.1,67.14,76,60,2.73,broken clouds,2021-06-13 02:26:25
586,Lima,PE,-12.0432,-77.0282,63.9,84,90,9.22,overcast clouds,2021-06-13 02:25:04
587,Chilca,PE,-12.5211,-76.7372,65.61,89,28,6.29,scattered clouds,2021-06-13 02:26:26
588,Zhanaozen,KZ,43.3,52.8,75.61,50,1,14.67,clear sky,2021-06-13 02:26:26
589,Garissa,KE,-0.4536,39.6401,71.38,83,93,15.86,overcast clouds,2021-06-13 02:26:26
590,Mansa,IN,29.9833,75.3833,90.01,50,0,14.07,clear sky,2021-06-13 02:26:27
591,Teziutlan,MX,19.8167,-97.35,57.27,98,100,1.97,overcast clouds,2021-06-13 02:26:27
592,Bucerias,MX,20.75,-105.3333,77.99,83,90,11.5,overcast clouds,2021-06-13 02:26:27
593,Krasnovishersk,RU,60.4078,57.082,59.4,72,100,3.71,overcast clouds,2021-06-13 02:26:28
594,Belyy Yar,RU,53.6039,91.3903,60.69,51,0,2.24,clear sky,2021-06-13 02:26:28
595,Staraya Stanitsa,RU,48.35,40.2833,60.28,93,40,5.5,scattered clouds,2021-06-13 02:29:28
596,Timbiqui,CO,2.7717,-77.6654,76.08,92,98,2.08,light rain,2021-06-13 02:29:29
597,Larsnes,NO,62.2028,5.5773,50.86,90,86,12.84,overcast clouds,2021-06-13 02:29:29
598,Asau,RO,46.4333,26.4,56.95,85,52,7.02,broken clouds,2021-06-13 02:29:29
599,Sola,VU,-13.8833,167.55,79.95,66,87,16.98,overcast clouds,2021-06-13 02:29:30
600,Lujan,AR,-34.5703,-59.105,62.98,88,0,8.63,clear sky,2021-06-13 02:29:30
601,Manutuke,NZ,-38.6833,177.9167,63.99,65,97,7.94,overcast clouds,2021-06-13 02:29:30
602,Khorixas,NA,-20.3667,14.9667,60.96,29,16,8.99,few clouds,2021-06-13 02:29:31
603,Port Lavaca,US,28.615,-96.6261,83.98,78,1,4.61,clear sky,2021-06-13 02:27:08
604,Asilah,MA,35.465,-6.0348,67.96,88,1,2.08,clear sky,2021-06-13 02:29:31
605,Staraya Poltavka,RU,50.4772,46.4814,66.52,73,1,3.6,clear sky,2021-06-13 02:29:31
606,Emerald,AU,-23.5333,148.1667,73.54,40,40,4.61,scattered clouds,2021-06-13 02:29:32
607,Gao,ML,16.6362,1.637,91.63,23,76,13.85,broken clouds,2021-06-13 02:29:32
608,Dalby,AU,-27.1833,151.2667,63.3,47,0,6.06,clear sky,2021-06-13 02:29:32
609,Ballina,AU,-28.8667,153.5667,66.24,51,1,9.22,clear sky,2021-06-13 02:29:33
610,Ivanteyevka,RU,55.9711,37.9208,59.63,93,51,2.42,broken clouds,2021-06-13 02:29:33
611,Rorvik,NO,64.8621,11.2373,49.89,74,98,29.73,light rain,2021-06-13 02:29:33
612,Balakhta,RU,55.38,91.6,56.84,63,99,4.54,overcast clouds,2021-06-13 02:26:19
613,Chute-Aux-Outardes,CA,49.1168,-68.399,53.58,62,20,9.22,few clouds,2021-06-13 02:29:34
614,Shediac,CA,46.2198,-64.5411,59.09,72,75,8.05,broken clouds,2021-06-13 02:29:34
615,Heyang,CN,26.1011,107.473,75.78,84,83,6.67,broken clouds,2021-06-13 02:29:34
616,Ucluelet,CA,48.9329,-125.5528,65.08,71,100,4.47,overcast clouds,2021-06-13 02:29:35
617,Sao Felix Do Xingu,BR,-6.6447,-51.995,72.37,70,47,1.88,scattered clouds,2021-06-13 02:29:35
618,Lac-Megantic,CA,45.5834,-70.8823,60.82,79,100,4.34,overcast clouds,2021-06-13 02:29:35
619,Acapulco,MX,16.8634,-99.8901,78.62,89,90,6.91,overcast clouds,2021-06-13 02:26:09
620,Rawson,AR,-43.3002,-65.1023,52.81,47,99,6.15,overcast clouds,2021-06-13 02:29:36
621,Heze,CN,35.2431,115.4411,89.44,49,71,11.52,broken clouds,2021-06-13 02:29:36
622,Yaan,NG,7.3833,8.5667,73.99,92,100,1.81,overcast clouds,2021-06-13 02:29:36
623,Gobabis,NA,-22.45,18.9667,50.05,39,30,8.93,scattered clouds,2021-06-13 02:29:37
624,Porbandar,IN,21.6422,69.6093,85.3,78,57,14.45,broken clouds,2021-06-13 02:29:37
625,Ossora,RU,59.2353,163.0719,51.03,68,79,5.1,broken clouds,2021-06-13 02:29:37
626,Mareeba,AU,-17.0,145.4333,79.45,80,43,5.91,scattered clouds,2021-06-13 02:29:38
627,Hit,IQ,33.6416,42.8251,77.79,26,0,11.01,clear sky,2021-06-13 02:29:38
628,Shatalovo,RU,54.334,32.4465,52.95,94,21,7.23,few clouds,2021-06-13 02:29:39
629,Arkhipo-Osipovka,RU,44.37,38.52,60.31,88,4,2.55,clear sky,2021-06-13 02:29:39
630,Delta Del Tigre,UY,-34.7633,-56.3853,55.51,90,0,8.43,clear sky,2021-06-13 02:29:39
631,Dutse,NG,11.7594,9.3392,80.94,61,100,10.94,overcast clouds,2021-06-13 02:29:40
632,Shelburne,CA,44.0787,-80.2041,66.99,87,71,3.89,broken clouds,2021-06-13 02:29:40
633,Charters Towers,AU,-20.1,146.2667,76.05,69,100,7.2,overcast clouds,2021-06-13 02:29:40
634,Harwich,GB,51.9419,1.2844,57.99,90,13,1.01,few clouds,2021-06-13 02:29:41
635,Gornopravdinsk,RU,60.05,69.9,67.33,49,83,8.08,broken clouds,2021-06-13 02:29:41
636,Troitsko-Pechorsk,RU,62.7084,56.1964,60.89,63,100,7.18,overcast clouds,2021-06-13 02:29:41
637,Polson,US,47.6936,-114.1632,67.48,69,42,1.54,scattered clouds,2021-06-13 02:29:42
638,Neuquen,AR,-38.9516,-68.0591,49.89,81,0,0.0,clear sky,2021-06-13 02:29:42
639,Parana,AR,-31.732,-60.5238,60.55,88,0,8.14,clear sky,2021-06-13 02:28:55
640,Calabozo,VE,8.9242,-67.4293,77.5,63,73,6.08,broken clouds,2021-06-13 02:32:42
641,Sharlyk,RU,52.9167,54.75,64.18,82,17,14.36,few clouds,2021-06-13 02:32:43
642,Maniitsoq,GL,65.4167,-52.9,36.95,81,70,5.95,broken clouds,2021-06-13 02:32:43
643,Havelock,US,34.8791,-76.9013,73.02,86,90,4.0,overcast clouds,2021-06-13 02:32:44
644,Najran,SA,17.4924,44.1277,72.25,19,38,4.0,scattered clouds,2021-06-13 02:32:44
645,Ulaanbaatar,MN,47.9077,106.8832,59.13,77,75,4.47,broken clouds,2021-06-13 02:32:44
646,Weinan,CN,34.5036,109.5089,82.09,45,100,3.09,overcast clouds,2021-06-13 02:32:45
647,Davila,PH,18.4726,120.5763,85.98,69,95,4.52,overcast clouds,2021-06-13 02:32:45
648,Hami,CN,42.8,93.45,76.39,33,28,3.22,scattered clouds,2021-06-13 02:32:46
649,Mountain Home,US,43.133,-115.6912,83.68,23,1,6.91,clear sky,2021-06-13 02:32:46
650,Kurumkan,RU,54.3,110.3,65.91,48,100,3.42,overcast clouds,2021-06-13 02:32:46
651,Ritchie,ZA,-29.038,24.6028,49.21,48,34,5.97,scattered clouds,2021-06-13 02:32:47
652,Futtsu,JP,35.3053,139.8186,83.48,79,100,12.97,light rain,2021-06-13 02:32:47
653,Dunedin,NZ,-45.8742,170.5036,53.8,92,100,10.0,overcast clouds,2021-06-13 02:32:29
654,Ponta Delgada,PT,37.7333,-25.6667,68.72,88,20,2.3,few clouds,2021-06-13 02:32:47
655,Pimenta Bueno,BR,-11.6725,-61.1936,71.31,73,100,3.4,overcast clouds,2021-06-13 02:32:48
656,Morehead,US,37.2711,-87.1764,75.83,91,75,0.0,broken clouds,2021-06-13 02:32:48
657,Siero,ES,43.3833,-5.6667,61.21,95,9,2.75,clear sky,2021-06-13 02:32:48
658,Puerto Carreno,CO,6.189,-67.4859,76.05,85,100,4.03,overcast clouds,2021-06-13 02:32:49
659,Tadine,NC,-21.55,167.8833,76.59,72,1,6.33,clear sky,2021-06-13 02:32:49
660,Sisimiut,GL,66.9395,-53.6735,36.72,87,71,5.01,broken clouds,2021-06-13 02:31:08
661,Kahului,US,20.8947,-156.47,83.46,65,20,21.85,few clouds,2021-06-13 02:29:50
662,Lakatoro,VU,-16.0999,167.4164,80.82,72,20,11.18,few clouds,2021-06-13 02:32:50
663,Acarau,BR,-2.8856,-40.12,76.39,87,100,2.53,overcast clouds,2021-06-13 02:32:50
664,Reims,FR,49.1667,4.0833,57.04,87,0,1.14,clear sky,2021-06-13 02:32:50
665,Carmen,MX,18.6333,-91.8333,81.19,82,100,8.21,overcast clouds,2021-06-13 02:32:51
666,Olga,RU,43.7444,135.2892,80.22,42,5,7.05,clear sky,2021-06-13 02:32:51
667,Tiznit,MA,29.5833,-9.5,61.07,75,24,3.22,few clouds,2021-06-13 02:32:51
668,Kiunga,PG,-6.1219,141.2906,88.41,61,61,3.06,broken clouds,2021-06-13 02:32:52
669,Ojinaga,MX,29.5667,-104.4167,99.55,16,1,9.22,clear sky,2021-06-13 02:32:52
670,Saint Anthony,US,45.0205,-93.218,78.69,42,1,1.99,clear sky,2021-06-13 02:32:52
671,Shenjiamen,CN,29.9576,122.298,73.65,96,100,6.4,light rain,2021-06-13 02:32:53
672,Porto Novo,BJ,6.4965,2.6036,78.62,86,100,2.19,overcast clouds,2021-06-13 02:32:53
673,Coroata,BR,-4.13,-44.1242,71.17,99,51,3.11,broken clouds,2021-06-13 02:32:53
674,Zhengjiatun,CN,43.5064,123.5064,86.49,42,31,15.5,scattered clouds,2021-06-13 02:32:54
